StartDeltaMS	LastScanDeltaMS	Left Output Current	Right Output Current	Pose X	Pose Y	Pose Angle	Right Actual Velocity [in/s]	Left Actual Velocity [in/s]	kalman X	kalman Y	kalman Theta	kalman Vr	kalman Vl	Cov(X,X)	Cov(X,Y)	Cov(X,Theta)	Cov(X,Vr)	Cov(X,Vl)	Cov(Y,X)	Cov(Y,Y)	Cov(Y,Theta)	Cov(Y,Vr)	Cov(Y,Vl)	Cov(Theta,X)	Cov(Theta,Y)	Cov(Theta,Theta)	Cov(Theta,Vr)	Cov(Theta,Vl)	Cov(Vr,X)	Cov(Vr,Y)	Cov(Vr,Theta)	Cov(Vr,Vr)	Cov(Vr,Vl)	Cov(Vl,X)	Cov(Vl,Y)	Cov(Vl,Theta)	Cov(Vl,Vr)	Cov(Vl,Vl)	Elevator: Target Position [in]	Elevator: Postion [in]	Elevator: Velocity [in/sec]	Elevator: AccelNu [in/sec^2]	Elevator: At Target Position?	Elevator: Scale Height Bump Amount:	State: Elevator	Infeed: Left Target Arm Position	Infeed: Right Target Arm Position	Infeed: L Position	Infeed: R Position:	Infeed: L/R Arms Homed?	State: Infeed	Carriage: LimitSwitch	Carriage: VBus Cmd	State: Carriage	Climber: Current	
2025	14	0.62	0.75	140.27989007828242	46.036727621944515	2.240000009536743	3.9	4.48	140.246	46.037	2.713	-3.694	3.355	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.272727272727273	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2047	21	0.38	0.25	140.3140966328015	46.03806562179233	2.2400000095367427	1.22	2.94	140.288	46.038	2.583	-0.847	2.131	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.272727272727273	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2086	39	0.0	0.25	140.36524609473625	46.04007976015937	2.269999980926514	0.77	0.9	140.345	46.04	2.478	-1.295	1.962	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2107	21	0.0	0.12	140.36780353254983	46.040181359798275	2.27999997138977	0.0	0.06	140.365	46.04	2.447	-0.054	0.156	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2125	18	0.0	0.12	140.36716417531463	46.04015590409403	2.2799999713897705	0.0	0.0	140.367	46.04	2.36	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2145	20	0.0	0.12	140.36332801859425	46.04000350463568	2.269999980926514	0.0	-0.19	140.364	46.04	2.314	-0.002	-0.14	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2166	21	0.0	0.12	140.3626886569259	46.039978160520604	2.2699999809265137	0.0	-0.19	140.363	46.04	2.29	-0.002	-0.183	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2186	20	0.0	0.12	140.3626886569259	46.039978160520604	2.27999997138977	0.0	0.0	140.362	46.04	2.281	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2222	36	0.0	0.12	140.36236897719922	46.03996546056574	2.2699999809265137	0.0	-0.06	140.362	46.04	2.275	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2242	20	0.0	0.12	140.3550163180134	46.03967400324236	2.2699999809265137	-0.13	-0.45	140.357	46.04	2.272	-0.002	-0.313	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2262	19	0.0	0.12	140.34542589298846	46.03929384151622	2.2699999809265137	-0.38	-0.45	140.348	46.039	2.265	0.188	-0.382	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2282	20	0.0	0.12	140.3367945403676	46.03895094273493	2.27999997138977	-0.45	-0.38	140.34	46.039	2.263	0.324	-0.282	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2302	20	0.0	0.12	140.32912225354502	46.03864547428398	2.2799999713897705	-0.38	-0.38	140.333	46.039	2.26	0.329	-0.286	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2331	28	0.0	0.12	140.3240073956633	46.03844182865002	2.2799999713897705	-0.26	-0.19	140.327	46.038	2.259	0.232	-0.189	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2348	16	0.0	0.12	140.3198515736344	46.038276366572426	2.2799999713897705	-0.13	-0.13	140.322	46.038	2.261	0.101	-0.104	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2361	13	0.0	0.12	140.31921221639917	46.03825091086818	2.2799999713897705	-0.06	-0.06	140.32	46.038	2.267	0.04	-0.045	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2373	12	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	-0.06	-0.06	140.32	46.038	2.272	0.04	-0.045	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2396	22	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.274	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2416	20	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.277	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2451	35	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.279	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2468	17	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.279	-0.002	-0.001	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2496	27	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.28	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2516	19	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.28	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2536	20	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.28	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2564	28	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.28	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2579	15	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.28	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2600	20	0.0	0.12	140.31889253778155	46.038238183016055	2.2899999618530273	0.0	0.0	140.319	46.038	2.285	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2620	19	0.0	0.12	140.31889253778155	46.038238183016055	2.2899999618530273	0.0	0.0	140.319	46.038	2.288	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2639	19	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.284	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2653	14	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.282	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2681	27	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.281	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2701	20	0.0	0.12	140.31889253778155	46.038238183016055	2.289999961853028	0.0	0.0	140.319	46.038	2.286	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2722	21	0.0	0.12	140.31889253778155	46.038238183016055	2.2899999618530273	0.0	0.0	140.319	46.038	2.288	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2737	15	0.0	0.12	140.31889253778155	46.038238183016055	2.2799999713897705	0.0	0.0	140.319	46.038	2.284	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2763	25	0.0	0.12	140.31889253778155	46.038238183016055	2.289999961853028	0.0	0.0	140.319	46.038	2.287	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2781	18	0.0	0.12	140.31889253778155	46.038238183016055	2.2899999618530273	0.0	0.0	140.319	46.038	2.289	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
